name,founded_year,country_code,state_code,zip_code,city,address1,address2,raised_amount
acomo,2007,DEU,,12587,Berlin,Alt-Moabit 91 c/d,,0
aCon,2003,DNK,,DK - 6400,Soenderborg,Augustenborg Landevej 7,,1998000.0
Aconex,,USA,NY,10174, New York City,"405 Lexington Ave, Chrysler Building, ",25th Floor,85000000.0
Aconite Technology,2000,GBR,,EC1R 5DX,London,8?14 Vine Hill,,592000.0
aCoolWorld,,USA,TX,77284 ,Houston,P.O. Box 842617,,0
Acopia Networks,2002,USA,MA,01851,Lowell,41 Wellman Street,,20000000.0
Acotis Jewellery,2000,GBR,,WV6 8QJ,Wolverhampton,Limes Court,Tettenhall,0
Acquia,2007,USA,MA,01801,Woburn,150 Presidential Way,Suite 310,23500000.0
Acquirelists,2002,USA,NY,12203 ,Albany,"1971 Western Avenue, Suite 2889 ",,0
Acquisio,2003,CAN,,J4P 2J2,Saint Lambert,465 Victoria,Suite 300,0
Acquity Group,2001,USA,IL,60606,Chicago,500 West Madison Street,,0
Acrelic Interactive,2001,USA,NJ,07059,Warren,16 Mt. Bethel Rd.,Suite 204,0
Acresso Software,,USA,IL,60173,Schaumburg,1000 E Woodfield Road,Suite 400,0
Acrisure,,USA,MI,,Grand Rapids,,,20000000.0
Acro Energy Technologies,2007,USA,TX,77042,Houston,10700 Richmond Ave,Suite 275,0
Acrobot ,,GBR,,WD6 3SJ,Elstree,210 Centennial Avenue,Centennial Park,0
Acronis,2002,USA,MA,01803 ,Burlington,23 3rd Avenue,,11000000.0
"Acronym Media, Inc.",1995,USA,NY,10118,New York,Empire State Bldg,"350 Fifth Ave, Suite 5501",0
Across Systems,2005,USA,CA,91203,Glendale,"431 N. Brand Blvd., Suite 308",,0
acrossair,2009,GBR,,WC1V 7BD,London,,,0
ACS Biomarker,,NLD,,,,Oxfordlaan 70,6229 EV Maastricht,0
ACS Connect,1986,USA,FL,33511,Brandon,635 W. Lumsden Road,,0
ACS Technologies,2002,LKA,,,mt. lavinia,"140 1/1, galle road",,0
Acsis,1996,USA,NJ,08053,Marlton,9 East Stow Road,,6000000.0
Acsys Interactive,1994,USA,CT,06032,Farmington,"6 Executive Drive, Suite 106",,0
ACT Biotech,,USA,CA,94103-2103,San Francisco,717 Market Street,Suite 650,24980000.0
ACT Conferencing,1989,USA,CO,80401,Lakewood,1526 Cole Boulevard,,0
ACT Support,2001,IND,,641 046 ,Tamilnadu,"#152/1, Kalpana Nagar ",Maruthamalai Main Road ,0
Act-On Software,,USA,OR,97005,Beaverton,4905 SW Griffith Drive,Suite 200,14000000.0
Actacell,,USA,TX,78758 ,Austin,"ActaCell, Inc. 2105 Donley Drive Suite 200",,9800000.0
ActBlue,2004,USA,MA,02138 ,Cambridge,14 Arrow Street,Suite 11,0
ActekSoft,1999,USA,AL,35244,Birmingham,2120 Data Drive,,0
Actelion Pharmaceuticals,1997,CHE,,CH-4123,Allschwil,Gewerbestrasse 16,,0
Actelis Networks,1998,USA,CA,94538,Fremont,6150 Stevenson Blvd.,,56200000.0
Acteva,,USA,CA,94111,San Francisco,100 Pine Street,10th Floor,0
Actiance,1998,USA,CA,94002,Belmont,1301 Shoreway,Suite 275,15600000.0
Actifio,2010,USA,MA,02451,Waltham,225 Wyman Street,,24000000.0
Actimagine,2003,FRA,,75001 ,Paris ,128 rue de Rivoli,,0
Actimedia Digital Corp,1997,USA,FL,33325,Sunrise,"440 Sawgrass Corporate Parkway, Suite 212",,0
Actimis Pharmaceuticals,,USA,CA,92121,San Diego,10835 Road To The Cure ,Suite 200,15600000.0
Actimize,,USA,WV,10018,New York,"1359 Broadway,",5th floor ,0
Actimos,2008,FRA,,75014,Paris,9 rue Dareau,,0
Actinic Software,1996,GBR,,KT14 6ND,"West Byfleet, Surrey",Globe House,"Columbus Suite, Lavender Park Road",0
Actinobac Biomed,,USA,NJ,08902,North Brunswick,675 US Highway 1,,500000.0
Actio Corporation (software),1996,USA,NH,03801,Portsmouth,30 International Drive,Suites 201-203,0
Action Engine,2000,USA,WA,98005,Bellevue, 2331 130th Ave NE,2nd Floor,58200000.0
Action Pharma,2000,DNK,,DK-8200,?rhus ,Brendstrupgaardsvej 102 ,,6300000.0
Action Sports Branding,2009,USA,MA,02150,Boston,60 Dudley Street,,0
Action Verb,2007,USA,CA,92101,San Diego,,,0
Action Websites,2000,AUS,,3004,Melbourne,,,0
Actionality,2005,DEU,,80799,Munich,Schellingstrasse 45,,1000000.0
ActionBase,2007,ISR,,69513,Tel Aviv ,13 Kehilat Saloniki St.,,400000.0
ActionFlow,2009,PRT,,2780,"Oeiras, Lisbon","Avenida Marginal, Parque Oceano, 3G",,250000.0
ActionHero,,CAN,,,Halifax,,,0
Actionize,2007,CHE,,,Basel,,,0
ActionThis,2007,NZL,,,Wellington,"Level 7, Plunket House,",126-132 Lambton Quay,0
Actiontop Electronics,,CHN,,,Shenzhen,"2Fl, H1 Buld., Hongmen Technology Park Jihua Road","Buji Town, Longgang District",0
ACTIV Financial Systems,2002,USA,IL,60606,Chicago,125 South Wacker Drive,Suite 2325,25000000.0
Activ8,2003,AUT,,4600,Wels,,,0
activ8 Intelligence,2005,GBR,,NG22 8LS,Farnsfield,Hexgreave Hall,,1780000.0
Activa Live,2007,USA,MI,48081,St. Clair Shores,25701 Jefferson,,0
Activaero,2004,DEU,,35285,Gemunden,Wohraer Str. 37,Gem?nden (Wohra),15830000.0
Activant Solutions,1972,USA,CA,94551,Livermore,7683 Southfront Road,,0
ACTIVATE,,USA,NY,10010,New York,257 Park Avenue South,,0
Active Data Services,,USA,NC,27560,Morrisville,400-A Perimeter Park Drive,,0
Active DSP,2006,NOR,,7037,Trondheim,Prof. Brochs gt 8A,,1120000.0
Active Endpoints,,USA,MA,,Waltham,,,22500000.0
Active Implants,2004,USA,TN,38120,Memphis,5865 Ridgeway Center Parkway,Suite 218,26865000.0
Active Interactive,1998,USA,MA,01532,northborough,49 riley road,,0
Active Interest Media,2003,USA,CA,90245,El Segundo,300 Continental Boulevard,Suite 650,0
Active Marketing,2007,ARG,,1427,Buenos Aires,Monta?eses 2664,,0
Active Networks,2006,USA,PA,17112 , Harrisburg,6385 Flank Drive, Suite 300,0
Active Online,2000,IRL,,D7,Dublin,North King Street,Smithfield,0
Active Optical MEMS,,USA,CA,94539,Fremont,47122 Mission Falls Ct.,,2000000.0
Active Reasoning,2002,USA,CA,94402-2666,San Mateo,1875 Grant Street,Suite 650,0
Active Storage,2008,USA,CA,90501,Torrance,2295 Jefferson St.,,8000000.0
Active Voice Corporation,1983,USA,WA,98121,Seattle,2901 Third Avenue Suite 500,,0
Active Worlds,2004,USA,MA,01950,Newburyport,95 Parker Street,,0
Active-Semi,2004,USA,CA,95134,San Jose,"2635 North First Street, #230",,6000000.0
ActiveBox,2008,IDN,,40619,Bandung,Jl.Kosar 128 A Ujungberung,,0
ActiveCampaign,2003,USA,IL,60601,Chicago,150 N. Michigan Avenue,Suite 1230,0
activecollab,,CSS,,21000 ,Novi Sad,Trg Komenskog 2/28 ,,0
ActiveHire,1999,USA,TX,78746,Austin,1705 S. Loop 360,,0
ActiveInsight,2009,ISR,,,Hertzelia,Bengurion 21,,80000.0
ActiveMedia,2001,CAN,,J2S 8W2,Quebec,4405 Beaudry,St-Hyacinthe,0
ActivEngage,2007,USA,FL,32751,Orlando,2701 Maitland Center Parkway,Suite 200,0
ActiveRain,2006,USA,WA,98109,Seattle,225 Terry Ave North,101,2750000.0
ActiveRideShop.com,,USA,CA,91752,Mira Loma,12087 Landon Dr.,,0
ActiveSec,2006,LTU,,09133,Vilnius,Kareiviu strt. 19-139,,490000.0
ActiveState,,CAN,,V6C 1T2,"Vancouver, BC",Suite 1700 - 409 Granville Street,,0
ActiveStrategy,2000,USA,PA,19462,Plymouth Meeting,620 W. Germantown Pike,,0
ActiveTrak,2007,USA,OR,97204,Portland,208 SW First Ave ,Suite 240,500000.0
ActiveVideo Networks,,USA,CA,95110,San Jose,333 W. San Carlos St.,Suite 300,0
Activeweb,2002,POL,,,Warsaw,Bronikowskiego 3/2,,0
ActiveWIT,2008,USA,GA,30224,Griffin Ga,PO 1342,,0
ActivIdentity,1985,USA,CA,94555,Fremont,6623 Dumbarton Circle ,,5422959.0
ActiVideo,1999,USA,CA,92677,Laguna Niguel,30012 Ivy Glenn Dr.,Suite 270,0
ActiViews Ltd.,2006,ISR,,31905,Haifa,7 Nahum Haat St.,,10000000.0
Activiomics,,GBR,,EC3V 3ND,London,24 Cornhill,,805000.0
Activision Blizzard,1991,USA,CA,90405,Santa Monica,3100 Ocean Park Blvd,,0
Activity Engine,,CAN,,AB T2R 1K4,Calgary,"410, 1010 - 1 Street S.W.",,0
Activlan,1999,FRA,,93200,Saint-Denis,52 rue Charles Michels,,0
ActivNetworks,1989,FRA,,91944,Courtaboeuf,B?timent L - 1 rue de Terre Neuve,BP 127 Cedex,3470000.0
Actiwave,,SWE,,SE-583 30,Link?ping,Teknikringen 7,,0
Actix,,GBR,,W6 7DL,London,200 Hammersmith Road ,,0
Acton Pharmaceuticals,,USA,MA,01752,Marlborough,225 Cedar Hill Street,Suite #337,29700000.0
Actona Technologies,2000,USA,CA,95032,Los Gatos,16795 Lark Avenue,Suite 101,0
Actors Access,,USA,CA,90025,Los Angeles,2140 Cotner Ave. ,,0
Actslike,2009,USA,KS,66062,Olathe,13505 S Murlen,Suite 105262,0
Actuate,,USA,CA,94404,San Mateo,2207 Bridgepointe Parkway ,Suite 500,0
Actus Digital,2005,ISR,,69419,Tel-Aviv,24 Raoul Wallenberg St.,"Ziv Towers, Bld. A 3rd Floor",2000000.0
Acucar Guarani,1976,BRA,,15400-000,"Olimpia, SP",Rod. Assis Chateaubriand km.155,,45400000.0
Acuitas Medical,,GBR,,SA1 8PH,Wales,"12 Technium One, Kings Road ",Swansea Waterfront ,0
Acuity,,USA,WI,53081 ,Sheboygan,2800 S. Taylor Drive ,P.O. Box 58 ,0
Acuity Solutions,,USA,NV,89117,Las Vegas,7881 West Charleston Blvd.,Suite 165,0
Aculab,,GBR,,MK1 1PT,Milton Keynes ,"Lakeside, Bramley Road, Mount Farm",,0
Aculon,,USA,CA,92121,San Diego,11839 Sorrento Valley Rd,,0
Acumatica,,USA,MD,20814,Bethesda,3 Bethesda Metro Center,Suite 700,0
AcuMedSoft,,USA,NC,,Durham,,,0
Acumem,,SWE,,SE-75237 ,Uppsala,D?belnsgatan 17,,0
Acumen Holdings,,USA,AR,72703,Fayetteville,745 East Joyce Blvd ,,5000000.0
Acumen Management Group,1995,USA,TN,37885,Vonore,165 Golanvyi Trail,,0
Acumen Pharmaceuticals,,USA,CA,94551,Livermore,"4435 North First Street, # 360",,1500000.0
Acumen Solutions,,USA,VA,22102,McLean,1660 International Drive,Suite 500,0
Acumentrics,1994,USA,MA,02090,Westwood,20 Southwest Park,,15600000.0
Acunu,2009,GBR,,N1 7EU,London,50-52 Wharf Road,,0
acupuncture.com,,USA,VA,20172-0447,Herndon,c/o Network Solutions,P.O. Box 447,0
Acxiom,1969,USA,AR,72201,Little Rock,601 East Third Street,,0
Acylin Therapeutics,2009,USA,WA,98102,Seattle,1616 Eastlake Avenue,Suite 203,4400000.0
Ad Avengers,2009,GBR,,EC1V 4PY,London,2ND Floor,145-157 St John Street,0
Ad Chap,2007,CHN,,,Beijing,,,0
Ad Giants,2001,USA,TX,75225 ,Dallas,8117 Preston Rd. ,Suite 260 ,0
Ad Infuse,2005,USA,CA,94108,San Francisco,"550 Kearny Street, Suite 630",,17600000.0
Ad Knights,2010,USA,TX,,Houston,,,50000.0
Ad Magnet,2008,IND,,400098,Mumbai,"1st Floor, Kagalwala House, C Block, Metro Estate","175 CST Road, Kalina, Santacruz(E)",0
Ad Retweets,2010,GBR,,WC2E 9DS,London ,25 Floral Street ,,0
Ad Server Beans,2008,BLR,,220125,Minsk,Gorodetskaya,58-221,0
Ad Summos,2010,USA,NY,,New York,55 Liberty Street,Suite 6C,3049999.0
Ad-Juster,2008,USA,NY,10025,New York,50 W 97th St,Suite 9h,0
Ad-Venture Media,2008,USA,CA,,,,,0
AD-Village,2008,USA,CA,95035,Milpitas,1619 S. Main St. Suite 103,,0
Ad.ly,,USA,CA,,Los Angeles,,,5500000.0
ad2action,2008,USA,UT,84770,St. George,912 W. 1600 S,,0
ADA Technologies,,USA,CO,80127,Littleton,8100 Shaffer Parkway,Suite 130 ,0
adaffix,2009,AUT,,1141,Vienna,Matznergasse 17,,0
Adagio,2010,BEL,,,Roeselare,,,0
ADAM Software,,BEL,,BE-9051,Gent ,Kortrijksesteenweg 1108a ,,0
Adama Materials,2008,USA,,,,,,4750000.0
Adamans,,IRL,,,Dublin,,,0
Adamas Pharmaceuticals,2000,USA,CA,94608,Emeryville,1900 Powell Street,Suite 1050,72000000.0
AdaNet,1982,USA,OK,74820,Ada,1003 N. Mississippi,,0
Adap.tv,2006,USA,CA,94403,San Mateo,"One Waters Park Drive, Suite 250",,48500000.0
AdapDev IT Web Design,2004,USA,WA,98373,Puyallup,11012 Canyon Rd E.,Suite 8-961,0
Adapia,2008,USA,CA,94538,Fremont,4160 Technology Dr.,,0
Adapp Solutions,2009,USA,WA,98121,Seattle,2220 Western Avenue,,0
Adapt Technologies,,USA,CA,91105,Pasadena,117 East Colorado Boulevard ,Suite 165 ,10000000.0
Adaptec,1981,USA,CA,95035,Milpitas,691 S Milpitas Boulevard,,0
Adapteva,2008,USA,MA,02420,Lexingto,1666 Massachusetts Ave,Suite 14,1500000.0
Adaptik Corporation,2000,USA,PA,18017,Bethlehem,1495 Valley Center Parkway,Suite 120,0
Adaptive,2004,PRT,,9060-011,Funchal,Conde de Carvalhal 31,,0
Adaptive - IT & Innovation,2009,AUT,,A-1140,Vienna,Adaptive GmbH,Hadikgasse 156/5,0
"Adaptive A.I., Inc.",2001,USA,CA,,Los Angeles,,,0
Adaptive Computing,,USA,UT,84606,Provo,1656 S. East Bay Blvd,Suite 300,14000000.0
Adaptive Curriculum,,USA,AZ,85257,Scottsdale,Arizona State University,"SkySong, Suite 200, 1475 N. Scottsdale Road",0
Adaptive Ozone Solutions,,USA,KS,66214,Lenexa,7943 Flint Street,,3750000.0
Adaptive Path,,USA,CA,94107,San Francisco,363 Brannan Street,,0
Adaptive Planning,2003,USA,CA,94043,Mountain View,2041 Landings Drive,Building N,17500000.0
Adaptive Real Estate Services,,USA,CA,95540,Fortuna,1912 Main Street,,0
Adaptive Spectrum and Signal Alignment ,,USA,CA,94065,Redwood City,303 Twin Dolphin Drive,Suite 203,10000000.0
Adaptive TCR,,USA,WA,98109,Seattle,307 Westlake Ave N,Suite 300 ,10350000.0
Adaptive Technologies,2000,USA,AZ,85028,Phoenix,4530 East Shea Boulevard,Suite 130,0
AdaptiveAds,,USA,CA,94103,San Francisco,703 Market Street ,Suite 1202,0
AdaptiveBlue,2007,USA,NY,10013,NYC,131 Varick St,,12020000.0
AdaptiveMobile,2003,IRL,,8,Dublin,Taylors Lane,Guinness Enterprise Centre,19670000.0
Adaptivity,2007,USA,NC,28210,Charlotte,5950 Fairview Road,Suite 800,10200000.0
Adaptlogic,2001,SWE,,11145,Stockholm,Birger Jarlsgatan 37,,0
Adaptyne Technologies,2005,USA,MT,59803,Missoula,619 SW Higgins,,0
Adapx,1999,USA,WA,98104,Seattle,821 Second Avenue,Suite 1150,24000000.0
Adaro Group,2001,GBR,,,Kent,,,0
Adayana,2001,USA,IN,46268,Indianapolis,3905 Vincennes Road,Suite 402,20000000.0
Ad?quat,2008,FRA,,,Paris,,,0
Adblade,2007,USA,NJ,08876,Somerville,92 East Main Street,,0
Adblue,,USA,CA,,San Francisco,,,0
adBrite,,USA,CA,94103,San Francisco,731 Market St. 5th Floor,,35000000.0
AdBuyer.com,,USA,NY,10011,New York,20 West 20th Street,Suite 1004,0
ADC,,USA,MN,55440-1101,Minneapolis,P.O. Box 1101,,0
AdCapacity.com,2009,CAN,,,Toronto,,,0
Adcentricity,2007,USA,NY,10016,New York,260 Madison Avenue,Suite 8082,2940000.0
Adchemy,,USA,CA,94404,Foster City,1001 E Hillsdale Blvd,7th Floor,58191000.0
Adco Marketing,1975,USA,CA,94925,Corte Madera,300 Tamal Plaza,Suite 220,0
AdCombination,,NLD,,1006JB,Amsterdam,PO Box 8899,,0
Adconion Media Group,2005,USA,CA,90401,Santa Monica,1322 3rd Street Promenade,,114000000.0
AdConverse,,DEU,,50672 ,Cologne,Benessistr. 24-32 ,,0
AdCopy,,USA,PA,19102,Philadelphia,200 S. Broad Street,Suite 415,0
Add-on Exchange,,USA,NY,10022,New York,410 Park Avenue,"15th Floor, Suite # 1981",0
Add2Net,2000,USA,CA,92807,Anaheim,1360 N Hancock Street ,,0
Addesso,,USA,PA,19026,Drexel Hill,374 Upland Way,,0
addGloo,2010,USA,NY,,New York,,,0
addicted.com,,USA,CA,93611,Clovis,"497 N Clovis Ave, #310",,0
AddictingGames,,USA,CA,94104,San Francisco,"225 Bush Street,",Suite 1200,0
Addictive Media KL,,MYS,,51200,Kuala Lumpur,"58-3-2, The Cube","Taman Mastiara, Jalan Ipoh",0
Addictive Mobility,2007,CAN,,M6K 1Y6,Toronto,64 Fraser Avenue,,0
Additech,1995,USA,TX,77099,Houston,10925 Kinghurst,Suite 500,10600000.0
additude,,AUS,,3004,Melbourne,1 Queens Road,,0
AddLiveVoice,2006,CAN,,M3H 5V3,Toronto,"3995 Bathurst Street, Suite 333",,0
Addmired,2008,USA,CA,,,,,0
AddonFactory,2005,IND,,,Pune,,,0
AddonTV,2009,USA,CA,90210,Beverly Hills,433 N. Camden Dr.,,0
Addoursearch,2008,USA,MN,55811,Duluth,,,0
Addoway,2009,USA,CA,,San Francisco,,,50000.0
Addroid,2011,USA,CA,90048,Los Angeles,8455 Beverly Blvd. #309,,0
AddThis,,USA,VA,22102,McLean,8000 Westpark Dr,Suite 625,0
AddToAny,2006,USA,CA,94122,San Francisco,,,0
AddVal Technology,1996,USA,CA,95014,Cupertino,1601 South De Anza Boulevard ,Suite 221 ,0
Adea,1996,USA,TX,75063,Irving,7701 Las Colinas Ridge,3rd Floor,5000000.0
Adecco,,CHE,,CH-8152 ,Glattbrugg ,"S?gereistrasse 10, P.O. Box",,0
AdECN,2003,USA,CA,93013,Carpinteria,5464 Carpinteria Avenue,,3100000.0
Adegga,2006,PRT,,,Lisbon,,,0
ADEL Solutions,,CAN,,,Montreal,,,0
Adela Promotion,1988,VNM,,0844,Ha Noi,"So 21/124, Pho Hoang Ngan, Trung Hoa, Cau Giay ",141 L??ng Th? Vinh,0
AdelaVoice,2010,USA,MA,02210,Boston,470 Atlantic Avenue,Fourth Floor,250000.0
AdElement,2010,IND,,411004,Pune,111/5 Bilwa Kunj,"Anand Colony, Prabhat Road",0
Adelja Learning,2010,USA,NH,03301,Concord,16 Centre Street,,220000.0
Ademero Inc.,1995,USA,FL,33611-3300,Tampa,"  4644 W Gandy Blvd., Suite 4450",,0
Aden Earth,2010,CAN,,M6A 3CS,Toronto,770 Lawrence Ave West,,0
Aden Earth Inc.,2010,CAN,,M6A 3C6,Toronto,"Suite 200, 770 Lawrence Ave W. ",,0
Adena Studios,2006,USA,NC,,Raleigh-Durham,,,0
Adenclassifieds,,FRA,,75009,PARIS,1-3 rue La Fayette ,,0
AdEngage,2004,USA,CA,90245,El Segundo,101 Continental Blvd.  ,,0
Adenios,2009,USA,NY,14850,Ithaca,950 Danby Road,Suite 310,460000.0
Adenovir Pharma,,SWE,,SE-252 20,Helsingborg,Kullagatan 8,,787000.0
ADENTS HTI,,FRA,,91120,Palaiseau,1 all?e des Garays,,0
Adenyo,,CAN,,M5V 2L4,"Toronto, Ontario",130 Spadina Avenue,Suite 606,26900000.0
AdeoPoint,2009,GBR,,GU15 3YL,Camberley,"The Coliseum, Watchmoor Park, Riverside Way",,0
Adept Marketing Agency,2008,USA,GA,30322,Atlanta,Peachtree Street,,0
Adept Technology,,USA,CA,94588,Pleasanton,5960 Inglewood Dr.,,0
Adeptia,2000,USA,IL,60654,Chicago, 443 North Clark Street,Suite 350,0
Adeptol,2007,USA,CA,95054,Santa Clara,"3333 Bowers Avenue, Suite 130 ",,0
Adeptra,1996,USA,CT,06851,Norwalk,101 Merritt 7 ,2nd Floor ,0
ADERANT,1978,USA,GA,30305,Atlanta,3525 Piedmont Road,Building 6. Suite 620,0
Aderra,2007,USA,CA,90007,Los Angeles,2222 South Figueroa Street,Studio 215,0
adesso,,DEU,,44269,Dortmund,Stockholmer Allee 24,,0
Adesso Solutions,2002,USA,IL,60008,Rolling Meadows,3701 Algonquin Road,,6000000.0
Adesto Technologies,2006,USA,CA,94089 ,Sunnyvale,1225 Innsbruck Drive ,,3500000.0
AdEx Media,,USA,CA,94943,Mountain View,883 North Shoreline Boulevard,Suite A-200,0
Adexa,,USA,CA,90045,Los Angeles,"5933 W. Century Blvd., 12th Floor",,0
Adeye Mobile,2007,GBR,,WC2H 8LP,London,5 Denmark Street,Covent Garden,0
Adeze,2005,USA,CA,94158,San Francisco,290 King Street,Suite 9,5500000.0
adfinitum Networks,2008,CAN,,A1B1V8,St. John's,13 Falkland Street,,250000.0
ADFLOW Health Networks,,USA,PA,19067,Fort Washington,"500 Office Center Drive, Suite 400",,0
adflyer,2007,GBR,,B18 6BA,Birmingham,Branston Court, Branston Street,0
Adfonic,2008,GBR,,,,,,2100000.0
AdForm,2002,DNK,,,Copenhagen,"Hovedvagtsgade 6, 2",1103 Copenhagen K,0
AdGenesis,2010,USA,NY,10001,New York,242 W30th Street,8th Floor,0
AdGent Digital,2008,USA,CA,94301,Palo Alto,540 University Ave,,5300000.0
AdGibbon,2010,NLD,,1055RN,Amsterdam,Juliana van Stolbergstraat 602H,,0
Adgorithms,2010,USA,,,,,,0
Adgregate Markets,2008,USA,CA,94965,Sausalito,28 Liberty Ship Way,Suite 2800,0
AdGrok,2010,USA,CA,94107,San Francisco,153 Townsend,Ste. 5017,470000.0
AdHack,2008,CAN,,V6C5C6,Vancouver,Suite 206 - 375 Water Street,,0
Adheaven,2009,GRC,,15233,Chalandri,43 Mikras Asias Str.,,0
Adhere Creative,2011,USA,TX,77027,Houston,2425 W. Loop South,Ste #875,0
Adhere Creative Agency,2011,USA,TX,77027,Houston,2425 W. Loop South,Ste #875,0
Adhese,1999,BEL,,9000,Gent,sint-petersnieuwstraat 132c,,0
Adhunk,2009,IND,,334003,Bikaner,Near Tube Well(south),Patel Nagar,0
Adhysteria,2007,IND,,400051,Mumbai,"310, Balarama",,0
Adhysteria.com,2007,IND,,400051,Mumbai,"310 , Balarma, Bandra","Kurla Complex, Bandra East",10000.0
ADI Time,1983,USA,RI,02886,Warwick,200 Crossings Blvd,Suite 250,0
Adiana,1997,USA,CA,94063-3479,Redwood City,2684 Middlefield Road,Suite A,23000000.0
adicate timeads,2005,NOR,,1608,Fredrikstad,Trosvikstranda 16,,2900000.0
Adicio,1997,USA,CA,92008,Carlsbad,One Carlsbad Research Center ,"2382 Faraday Avenue, Suite #350",0
Adidas,1920,DEU,,97014,Herzogenaurach,Adi-Dassler-Strasse 1,,0
Adido,2003,GBR,,BH1 1HL,Bournemouth,8-10 Dean Park House,Dean Park Crescent,0
Adify,2006,USA,CA,94066,San Bruno,"1000 Cherry Avenue, Suite 200",,27000000.0
Adility,2009,USA,CA,94107,San Francisco,153 Townsend St.,Suite 550,0
Adimab,2007,USA,NH,03766,Lebanon,16 Cavendish Court,,25682384.0
adinotec AG,2004,DEU,,D-64347,Griesheim,Bunsenstrasse 5,,0
AdInsight,,GBR,,M503XA,Manchester,Furness House,Furness Quay,0
AdInterax,,USA,CA,94089,Sunnyvale,701 First Avenue,,0
Adioso,2008,USA,CA,,San Francisco,,,355000.0
Adisn,,USA,CA,90807,long beach,3777 long beach blvd,suite 280,1000000.0
ADispell,2010,USA,NY,14850,Ithaca,,,0
ADISYS Technologies Pvt. Ltd.,2008,IND,,560086,Bangalore,"No. 715 / A, 1st Floor, Modi Hospital Road,","West Of Chord Road, 2nd Stage, Rajajinagar",0
Aditall,2007,USA,NY,10010,New York,27 W. 24th St.,,0
ADITU SAS,2005,FRA,,64210,Bidart,Pavillon d'Izarbel,Terrasses Claude Shannon,253000.0
Adityaa Call Centre,2001,IND,,,Bangalore,"88/1, Shuba Arcade, 1st Floor, 16th Cross, Margosa Road, Malleshawaram",,0
Adjix,,USA,CA,92009 ,Carlsbad,6965 El Camino Real,Suite 105-530,0
Adjug,2007,GBR,,NW1 8HH ,London,"10a Belmont Street,",,6500000.0
AdJuggler,,USA,VA, 22312-2374,Alexandria,"5440 Cherokee Avenue, Suite 100",,0
AdJuice,2007,GBR,,GU15 3UB,Camberley,7 Devonshire Drive,,0
Adjust,2003,BEL,,1330,Rixensart,"Avenue franklin Roosevelt, 106",,0
Adjustables,2006,USA,CA,94085,Sunnyvale,440 N. Wolfe Road,,0
AdKeeper,2010,USA,NY,,New York, AdKeeper HQ 381 Park Avenue South,,43000000.0
Adknowledge,2004,USA,MO,64112,Kansas City,4600 Madison Ave 10th Floor,,248000000.0
Adku,2010,USA,CA,94107,San Francisco,255 King St. ,Suite 1409,0
ADL Media Inc.,2007,USA,,,,,,0
Adlib Software,2000,CAN,,L7N 3H8,Burlington,215-3228 South Service Road,,0
AdLINK Group,1995,DEU,,56410,Montabaur,Elgendorfer Strasse 57,,0
AdLink Media,1997,USA,CA,90025,Los Angeles,11150 Santa Monica Blvd.,Suite 1000,0
AdLocal,,JPN,,,Tokyo,Ebisu,Shibuyaku,0
Adlogix,2007,BEL,,1070,Brussels,rue Bara 173-177,,0
Adlucent,2005,USA,TX,78751,Austin,508 E. 53rd Street,Ste 100-101,0
Adlyfe,2003,USA,MD,20850,Rockville,9430 Key West Avenue ,,3300000.0
ADM,1975,JPN,,,Chuo-ku Osaka,Sun Mullion NBF Tower,Minami-Honmachi 2-6-12,0
adMarketplace,2000,USA,NY,10016,New York,3 Park Avenue,,0
AdMarvel,,USA,CA,,San Mateo,,,0
AdMax Media,2010,USA,CA,93101,Santa Barbara,345 Chapala St.,,0
Admax Network,2006,SGP,,048693 ,Singapore ,3 Phillip Street ,Commerce Point Unit 12-04,0
AdMedian LLC,2003,USA,MN,55124,,,,0
Admeld,2007,USA,NY,10003,New York,230 Park Avenue South,Suite 1201,30000000.0
ADMETA,2002,SWE,,41126,G?teborg,Vallgatan 26,,5000000.0
Admetric Inc,2009,CAN,,G6V 5S9,Levis,108 Cote de Passage,Suite 200,0
Administaff,1986,USA,TX,77339,Kingwood, 19001 Crescent Springs Drive,,0
Administrative Partners,,USA,FL,33602,Tampa,"201 E. Kennedy Blvd., Suite 850",,0
AdmitOne Security,2002,USA,WA,98027,Issaquah,1605 NW Sammamish Road,Suite 105,19000000.0
Admixture,2006,USA,DC,20009,Washington,1612 U Street NW,Suite 410,0
