"","name","country_code","amount_raised","category_code","number_of_employees","founded_year"
"25433","Sponge","USA",400,"web","","2010"
"25434","Sinequa","FRA",5330,"enterprise","",""
"25435","Sword CTSpace","USA",5300,"software","","2009"
"25438","Solid Information Technology ","USA",5230,"software","","1992"
"25439","SARcode Corporation","USA",25000,"biotech","","2006"
"25441","SavaJe Technologies","USA",44150,"software","","1999"
"25444","SecureKey Technologies","CAN",850,"security","","2008"
"25445","SilverBack Technologies","USA",3500,"software","","1999"
"25448","Sisteer","FRA",7750,"public_relations","","2001"
"25449","SQLiaison","CAN",1440,"software","","1994"
"25450","Scyron","GBR",1420,"software","",""
"25454","StackSafe","USA",2600,"software","",""
"25457","Silverlink Communications","USA",5600,"software","",""
"25458","Symetrica","GBR",1620,"security","","2002"
"25460","Soho OS","ISR",3000,"other","15","2009"
"25461","Syncapse","CAN",28300,"software","120","2007"
"25467","SuppreMol","DEU",5150,"biotech","",""
"25471","Siriona","FRA",1910,"software","",""
"25472","Submitnet","USA",1504.662,"advertising","",""
"25473","Skelta Software","IND",1500,"software","","1997"
"25474","SkemA","FRA",1270,"software","",""
"25475","Sapio Systems ApS","DNK",1040,"software","","2004"
"25480","Socialscope","USA",1025,"mobile","","2009"
"25482","Storage Genetics","USA",1000,"other","","2008"
"25483","SimuForm","DEU",729,"software","","2005"
"25484","Starvine","USA",700,"software","",""
"25485","Secustream Technologies","NOR",796,"software","","2006"
"25487","Syncing.Net","DEU",634,"software","","2006"
"25490","Scylab medic","DEU",856,"biotech","","2006"
"25492","Structure Vision","GBR",572,"software","","2003"
"25493","Sicubo","ESP",885,"software","",""
"25499","SLR Technology Solutions","GBR",150,"software","","2006"
"25503","Sequence Design","USA",5970,"software","","1995"
"25508","SourceTrace Systems","USA",509.167,"network_hosting","",""
"25512","Sensible Solutions Sweden","SWE",427,"hardware","",""
"25513","Srividya Tech","USA",500,"mobile","","2010"
"25514","smsPREP","USA",35,"mobile","10","2009"
"25515","SproutShout","USA",65,"web","","2008"
"25517","Stream Processors","USA",38000,"semiconductor","",""
"25518","Simplex Solutions","GBR",142,"consulting","","1997"
"25519","Scalable Display Technologies","USA",449.061,"other","","2004"
"25520","SpinTheCam","USA",150,"games_video","5","2010"
"25530","Silverback Systems","USA",16000,"semiconductor","","2000"
"25532","Sprout Social","USA",11000,"software","11","2009"
"25535","Sequent Medical","USA",15600,"biotech","","2007"
"25538","Sierra Design Automation","USA",14000,"semiconductor","","2003"
"25542","SilverStorm Technologies","USA",13000,"public_relations","","2000"
"25547","Siverge Networks","ISR",12000,"semiconductor","",""
"25548","Scintera Networks","USA",12000,"semiconductor","",""
"25551","SiConnect","GBR",10220,"semiconductor","35","2004"
"25553","S5 Wireless","USA",14900,"semiconductor","","2003"
"25556","SocialBuy","USA",500,"advertising","15","2010"
"25558","Synchris","USA",4500,"software","","2003"
"25566","SURF Communication Solutions","USA",12000,"public_relations","",""
"25568","SouthWing","ESP",7630,"public_relations","",""
"25576","SandLinks","USA",5000,"public_relations","",""
"25584","Skip Hop","USA",1600,"ecommerce","26","2003"
"25585","SocialSci","USA",512,"software","5","2009"
"25594","Starbak","USA",2500,"public_relations","",""
"25603","SocialFlow","USA",7000,"software","11","2009"
"25605","SigNav Pty Ltd","AUS",1850,"public_relations","",""
"25606","Second Half Playbook","USA",1000,"web","12","2010"
"25618","Shape Up The Nation","USA",5000,"enterprise","40","2006"
"25619","SocialShield","USA",10000,"security","","2009"
"25622","Semafone","GBR",2840,"security","10","2009"
"25626","Smart Office Energy Solutions","USA",400,"cleantech","","2009"
"25627","Sencha","USA",14000,"software","50","2007"
"25641","ScriptPad","USA",432,"mobile","4","2010"
"25642","Spot Influence","USA",352.969,"software","4","2009"
"25643","StatsMix","USA",12,"software","3",""
"25646","SealedMedia","GBR",8500,"software","","1996"
"25647","Sirna Therapeutics","USA",28000,"biotech","",""
"25651","SinglePlatform","USA",1200,"web","12","2009"
"25654","Secure Software","USA",9250,"software","","2001"
"25657","Skinit","USA",12000,"hardware","",""
"25663","Shenzhen Jucheng Enterprise Management Consulting Co","CHN",14650,"consulting","","2003"
"25671","Scopelec","FRA",10980,"hardware","","1973"
"25672","Soligenix","USA",5160,"biotech","",""
"25674","simfy","DEU",8840,"games_video","","2006"
"25678","Solargen Energy","USA",4100,"advertising","",""
"25679","Scality","USA",13000,"software","",""
"25682","svh24.de","DEU",4830,"web","",""
"25683","Strobe","USA",2500,"software","15","2010"
"25684","Storify","USA",2023,"software","2","2009"
"25692","SolarPrint","IRL",1930,"cleantech","","2008"
"25693","Spectrum Devices","USA",750,"semiconductor","","2003"
"25695","Shoefitr","USA",30,"software","","2010"
"25696","Synesi","USA",30,"web","",""
"25699","Saavn.com","USA",6000,"games_video","25","2007"
"25703","SecureWave","LUX",3900,"software","","1996"
"25706","ShadesCases inc.","USA",110,"hardware","4","2007"
"25707","Secret Lab","AUS",1300,"games_video","10","2008"
"25716","StyleFactory","USA",500,"ecommerce","8","2010"
"25722","Senesco Technologies","USA",11500,"biotech","",""
"25727","SinoHub","CHN",4610,"hardware","191",""
"25728","SolvAxis","CHE",4550,"enterprise","","1987"
"25730","Setred","NOR",2880,"hardware","",""
"25731","SmartCells","USA",4100,"biotech","",""
"25732","SecretBuilders","USA",2300,"games_video","","2007"
"25733","Soluciones Grid","USA",1820,"software","","2006"
"25735","SiteWit","USA",825,"software","10","2007"
"25736","SensGard","USA",275,"other","2","2004"
"25745","SchoolTube","USA",3050,"games_video","15","2007"
"25752","SmartSignal","USA",250,"software","","1999"
"25753","SilMach","FRA",218,"hardware","",""
"25757","Streamcore System","FRA",3790,"public_relations","",""
"25769","Sagge","FRA",580,"public_relations","","2003"
"25776","ShareSquare","USA",150,"mobile","6","2010"
"25788","SolidFire","USA",12035,"enterprise","","2010"
"25789","Stipple","USA",2000,"web","4","2010"
"25790","Solariat","USA",1000,"advertising","7","2009"
"25791","SmartLink Radio Networks","USA",15000,"public_relations","","1991"
"25798","Sensicast Systems","USA",13000,"public_relations","","2002"
"25804","scrible","USA",500,"software","3",""
"25806","SkyeTek","USA",8000,"public_relations","",""
"25815","Send the Trend","USA",3000,"web","5","2010"
"25818","Shenick Network Systems","IRL",3250,"network_hosting","",""
"25819","Sonexis","USA",2500,"public_relations","",""
"25826","Savi Technology","USA",2000,"public_relations","",""
"25830","Surveylab Group","NZL",1390,"public_relations","",""
"25837","Smooth-Stone","USA",48000,"cleantech","","2008"
"25846","SI-BONE","USA",10600,"biotech","",""
"25848","SavingStar","USA",10700,"software","","2010"
"25853","Suzerein Solutions","MYS",260,"software","5","2008"
"25858","Spacenet","USA",7500,"public_relations","",""
"25871","SpaceCurve","USA",1100,"software","","2009"
"25892","SAFE ID Solutions","DEU",9100,"security","40","2003"
"25908","SportsMEDIA Technology","USA",12500,"software","",""
"25915","Sorbent Therapeutics","USA",21800,"biotech","",""
"25916","Sapling Learning","USA",2500,"other","",""
"25919","Sionex","USA",12000,"hardware","","2001"
"25920","Scan?Jour","DNK",4820,"software","","1983"
"25921","SG Biofuels","USA",9400,"biotech","",""
"25928","SpringCM","USA",15000,"software","100","2005"
"25929","Sportlyzer","EST",257,"web","4","2009"
"25938","Superfly","ISR",500,"web","5","2010"
"25943","Starport Systems","USA",1000,"hardware","",""
"25944","Stillwater Scientific Instruments","USA",1150,"biotech","",""
"25957","Stormpulse","USA",47.5,"enterprise","5","2007"
"25959","Skedo","BRA",200,"software","4","2010"
"25960","Simpler Networks ","CAN",34000,"software","","1999"
"25979","StarGen","USA",15500,"semiconductor","","1999"
"25998","SKY MobileMedia","USA",15000,"semiconductor","","2003"
"25999","SunRise Group of International Technology","IND",200,"web","25","2007"
"26002","Spanlink Communications","USA",12000,"software","","1988"
"26019","Say-Hey","USA",95,"public_relations","8","2009"
"26021","Savored","USA",3750,"web","","2010"
"26023","Similarity Systems","IRL",7000,"software","","2001"
"26024","Siterra ","USA",7000,"software","","2001"
"26025","SwipeGood","USA",500,"web","",""
"26026","Symetis","CHE",25800,"biotech","",""
"26032","Skyline Financial","USA",8200,"other","",""
"26036","Syntasia","KOR",1200,"games_video","25","2009"
"26042","Sychron Advanced Technologies","USA",5000,"software","","1998"
"26043","SeeControl","USA",9000,"software","35","2004"
"26048","Sefas Innovation","FRA",3760,"software","","1991"
"26067","Simplee","USA",1500,"web","8","2010"
"26068","SocialSmack","USA",290,"web","4","2010"
"26069","Straatum Processware","IRL",5650,"software","","1998"
"26076","ScaleDB","USA",2100,"software","6","2005"
"26077","ScaleXtreme","USA",2500,"enterprise","","2010"
"26078","Solar Components","USA",2800,"cleantech","",""
"26082","Spanning Cloud Apps","USA",2000,"web","4","2010"
"26101","SDL Enterprise Technologies","USA",6000,"software","","1998"
"26102","Solx","USA",3700,"biotech","",""
"26109","Scientific Conservation","USA",15650,"other","",""
"26115","Satin Technologies","USA",322,"software","",""
"26129","Silverback Acquisitions","USA",11500,"software","",""
"26139","Shareable Ink","USA",4500,"enterprise","",""
"26148","Searchmetrics","DEU",6750,"software","70","2007"
"26158","Skillshare","USA",550,"other","",""
"26162","Standing Cloud","USA",5000,"software","13","2009"
"26163","Simpa Networks","USA",1100,"hardware","7","2010"
"26167","TetraVitae Bioscience","USA",6300,"cleantech","",""
"26180","Svpply","USA",550,"web","","2009"
"26181","Scotty Gear","USA",2.5,"ecommerce","2","2003"
"26186","StemCyte","USA",2500,"biotech","","1997"
"26196","Site Intelligence","GBR",7000,"software","",""
"26199","Skorpios Technologies","USA",2000,"public_relations","",""
"26226","Slipstream","USA",20,"web","1","2010"
"26228","Sage Science","USA",2020,"biotech","","2005"
"26239","Sofie Biosciences","USA",2000,"biotech","",""
"26240","Sequenta","USA",13000,"biotech","",""
"26246","Screamin Daily Deals","USA",450,"web","22","2010"
"26269","ThermaSource","USA",41500,"cleantech","",""
"26280","SkySQL","FIN",2000,"enterprise","","2010"
"26281","SongFlame","USA",75,"web","","2010"
"26299","Smarterer","USA",1250,"web","4","2010"
"26304","Silent Power","USA",2000,"cleantech","",""
"26313","Skyword","USA",406,"advertising","25","2010"
"26323","Sera Prognostics","USA",1400,"biotech","",""
"26324","Storage By The Box","USA",250,"web","5","2009"
"26331","SCHAD","DEU",4200,"enterprise","",""
"26344","Servio","USA",6100,"other","20","2009"
"26350","SalesCrunch","USA",1400,"software","6","2010"
"26362","SocialVibe","USA",20000,"advertising","","2007"
"26363","ShopText","USA",4800,"mobile","10","2006"
"26366","Seattle Genetics","USA",155000,"biotech","",""
"26368","Sococo","USA",4200,"web","",""
"26376","Semitech Semiconductor","SGP",9000,"semiconductor","30","1997"
"26403","Smarterphone","NOR",5000,"software","",""
"26404","Sure2Sign Recruiting","USA",20,"ecommerce","4","2010"
"26405","StackMob","USA",7500,"other","","2010"
"26413","SkillPod Media (Pty) Ltd","ZAF",500,"games_video","15","2005"
"26419","SkiApps.com","USA",750,"mobile","6","2011"
"26431","Spine Wave","USA",17500,"other","",""
"26493","Scoville","GBR",400,"web","3","2010"
"26496","Sparkfly","USA",2500,"ecommerce","","2001"
"26513","Splore","USA",700,"web","3","2010"
"26514","SymBio Pharmaceuticals","JPN",24000,"biotech","",""
"26516","Sunlight Foundation","USA",2527.82,"legal","34","2006"
"26518","sunne.ws","USA",100,"public_relations","30","2011"
"26527","Sifteo","USA",10500,"hardware","13","2009"
"26547","StyleTrek","USA",1500,"ecommerce","","2010"
"26557","Stonewedge","USA",2000,"software","",""
"26566","SignNow","USA",500,"hardware","","2010"
"26582","Suagi.com","USA",120,"software","5","2011"
"26583","StartWire","USA",750,"web","8","2010"
"26591","ShopSquad","USA",1250,"ecommerce","",""
"26594","SportsBUZZ","USA",2000,"games_video","8","2010"
"26602","STAGEIT","USA",40,"games_video","11",""
"26608","staila technologies","CHE",500,"software","8","2009"
"26611","SparCode","DNK",35,"software","4","2010"
"26631","SMT Research and Development","ISR",10500,"hardware","","2004"
"26636","SocialGuide","USA",1500,"web","","2010"
"26638","SPOOTNIC.COM","GBR",1000,"games_video","10","2008"
"26641","Saygent ","USA",1000,"software","3",""
"26651","Stylistpick","GBR",8000,"web","",""
"26664","Shop O' Lot","USA",500,"ecommerce","",""
"26684","ugichem","AUT",1080,"biotech","",""
"26687","SynapDx","USA",9000,"hardware","",""
"26690","SignalSet","USA",6000,"software","",""
"26694","SoStupid.com","USA",50,"games_video","","2010"
"26695","SPR Therapeutics","USA",250,"hardware","","2010"
"26705","SparkLix","USA",700,"software","6","1998"
"26711","Solmentum","USA",325,"cleantech","40","2009"
"26712","Spring Bank Pharmaceuticals","USA",3900,"biotech","",""
"26713","Stratopy","USA",45,"mobile","5","2010"
"26725","Selloby","RUS",500,"search","15","2011"
"26729","Sixjax","USA",750,"games_video","8","2010"
"26731","Seventh Sense Biosystems","USA",4500,"biotech","",""
"26737","Springleaf Therapeutics","USA",15000,"biotech","",""
"26745","SpingLeaf Therapeutics","USA",15000,"biotech","",""
"26746","Sonar.me","USA",200,"mobile","","2010"
"26747","Social Media Simplified","USA",510,"consulting","3","2009"
"26761","Searcheeze","USA",305,"web","5","2011"
"26786","Supercell","FIN",12000,"games_video","",""
"26793","SiTime","USA",20000,"semiconductor","",""
"26807","Serina Therapeutics","USA",9500,"biotech","",""
"26822","SportsHedge","CAN",115,"games_video","7","2010"
"26823","SeptRx","USA",2700,"hardware","",""
"26824","Service2Media","NLD",10000,"mobile","",""
"26825","Solartrec","USA",600,"other","",""
"26829","Sky Storage","POL",25,"web","7","2009"
"26831","skillsbite.com","GBR",120,"other","2","2010"
"26852","Smarter Agent","USA",6000,"mobile","",""
"26870","T-Networks","USA",5750,"public_relations","",""
"26872","T-RAM Semiconductor","USA",40000,"semiconductor","",""
"26874","Tachyon Networks ","USA",11000,"hardware","",""
"26876","T-VIPS","NOR",4490,"public_relations","","2004"
"26877","T1 Visions","USA",2000,"enterprise","10","2008"
"26878","T2 Biosystems","USA",20500,"biotech","",""
"26879","T2 Systems","USA",3000,"software","","1994"
"26890","TabbedOut","USA",5750,"mobile","","2009"
"26892","Tabblo","USA",4000,"web","",""
"26896","Tacit Networks","USA",12000,"public_relations","","2000"
"26900","Tableau Software","USA",15000,"software","92","2003"
"26904","Tablus","USA",16000,"software","","2002"
"26910","TabTale","ISR",200,"games_video","13","2009"
"26911","Tabula","USA",108000,"semiconductor","",""
"26912","Tabula Digita","USA",18710,"games_video","3","2003"
"26917","Tacoda","USA",19000,"web","",""
"26933","TagArray","USA",2972.5,"other","",""
"26936","Tagent","USA",2536.952,"other","",""
"26937","tagga","CAN",400,"mobile","14","2008"
"26938","Tagga Media","CAN",47.56,"software","","2008"
"26939","Tagged","USA",13701.975,"web","38",""
"26943","Taggle Internet Ventures Private","IND",8750,"enterprise","","2010"
"26945","Tagito","USA",320,"web","4","2008"
"26949","Taglocity","CAN",1200,"enterprise","","2007"
"26950","TagMan","GBR",3550,"advertising","20","2007"
"26952","Tagoo","RUS",1030,"search","10","2007"
"26955","TAGSYS RFID Group","USA",47200,"public_relations","",""
"26959","Tail-f Systems","SWE",2340,"network_hosting","","2005"
"26961","Takkle","USA",7000,"web","",""
"26962","Taktio","DNK",7790,"hardware","",""
"26964","TaiMed Biologics","TWN",22000,"biotech","",""
"26971","Takeda Cambridge","GBR",22340,"biotech","",""
"26973","Taketake","USA",350,"web","5","2009"
"26975","Tal Medical","USA",700,"hardware","","2011"
"26977","Talari Networks","USA",16200,"enterprise","30",""
"26981","Talend","USA",61580,"software","300","2005"
"26991","Talentag","USA",70,"web","4","2010"
"26997","TalentSpring","USA",2700,"search","9","2006"
"27002","Talicious ","GBR",10,"network_hosting","2","2006"
"27003","Taligen Therapeutics","USA",78750,"biotech","","2004"
"27004","Talima Therapeutics","USA",21000,"biotech","",""
